latitude,longitude,geometry,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
37.78630722,-122.4052948,Point,12/16/11 3:10,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4052948,37.78630722
37.78943193,-122.40013,Point,9/2/08 13:39,NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE,0 Block of STEVENSON ST,-122.40013,37.78943193
37.77065833,-122.4455066,Point,3/12/10 8:30,ASSAULT,THREATS AGAINST LIFE,Friday,PARK,"ARREST, BOOKED",1100 Block of MASONIC AV,-122.4455066,37.77065833
37.78211466,-122.4500923,Point,11/13/08 16:20,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, CITED",GEARY BL / COLLINS ST,-122.4500923,37.78211466
37.80492651,-122.439377,Point,4/29/13 15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,"ARREST, BOOKED",0 Block of RICO WY,-122.439377,37.80492651
37.78883791,-122.3894326,Point,8/10/14 12:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,NONE,HARRISON ST / SPEAR ST,-122.3894326,37.78883791
37.76560586,-122.4104888,Point,11/10/03 20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,MISSION,NONE,BRYANT ST / 16TH ST,-122.4104888,37.76560586
37.78812427,-122.4176729,Point,5/4/06 10:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,1000 Block of SUTTER ST,-122.4176729,37.78812427
37.78425318,-122.4079025,Point,2/3/04 13:45,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,SOUTHERN,NOT PROSECUTED,800 Block of MARKET ST,-122.4079025,37.78425318
37.77603828,-122.4025276,Point,12/9/03 20:48,TRESPASS,TRESPASSING,Tuesday,SOUTHERN,"ARREST, CITED",6TH ST / BRYANT ST,-122.4025276,37.77603828
37.77542071,-122.4034048,Point,9/12/10 16:45,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.77542071,-122.4034048,Point,11/3/10 18:28,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,JUVENILE BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071
37.74582688,-122.4759645,Point,2/4/09 6:56,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,TARAVAL,"ARREST, CITED",2200 Block of 19TH AV,-122.4759645,37.74582688
37.78435334,-122.4329146,Point,9/11/10 2:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
37.77731032,-122.3931106,Point,11/16/13 15:30,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, BOOKED",200 Block of KING ST,-122.3931106,37.77731032
37.79413813,-122.4077287,Point,7/12/09 7:00,MISSING PERSON,MISSING ADULT,Sunday,CENTRAL,NONE,800 Block of CLAY ST,-122.4077287,37.79413813
37.78738741,-122.4225857,Point,4/6/12 17:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,1300 Block of SUTTER ST,-122.4225857,37.78738741
37.76435775,-122.417477,Point,3/5/15 2:42,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.417477,37.76435775
37.78520719,-122.4066906,Point,2/16/15 17:17,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4066906,37.78520719
37.73503827,-122.392779,Point,2/18/14 19:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED",NEWHALL ST / PALOU AV,-122.392779,37.73503827
37.78491247,-122.4086486,Point,1/14/06 7:48,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
37.75948846,-122.417971,Point,10/2/14 1:10,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,MISSION,NONE,400 Block of CAPP ST,-122.417971,37.75948846
37.78926723,-122.4162212,Point,12/12/04 0:30,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,1100 Block of BUSH ST,-122.4162212,37.78926723
37.78441698,-122.4126221,Point,5/18/06 12:00,NON-CRIMINAL,LOST PROPERTY,Thursday,TENDERLOIN,NONE,300 Block of JONES ST,-122.4126221,37.78441698
37.71215029,-122.4171448,Point,1/5/15 8:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
37.78603116,-122.4063518,Point,2/5/03 11:25,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.4063518,37.78603116
37.74777245,-122.396445,Point,7/25/03 8:10,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,2000 Block of EVANS AV,-122.396445,37.74777245
37.78838668,-122.4151869,Point,11/15/13 15:02,WARRANTS,WARRANT ARREST,Friday,CENTRAL,"ARREST, BOOKED",LEAVENWORTH ST / SUTTER ST,-122.4151869,37.78838668
37.78191196,-122.413048,Point,7/21/03 19:25,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413048,37.78191196
37.78595078,-122.4080145,Point,10/27/09 21:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE,100 Block of POWELL ST,-122.4080145,37.78595078
37.7690433,-122.3981821,Point,5/27/09 13:55,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,BAYVIEW,"ARREST, BOOKED",HOOPER ST / 7TH ST,-122.3981821,37.7690433
37.80354587,-122.4334966,Point,9/21/14 21:37,OTHER OFFENSES,CONSPIRACY,Sunday,NORTHERN,"ARREST, BOOKED",3600 Block of BUCHANAN ST,-122.4334966,37.80354587
37.77602185,-122.4148698,Point,2/26/06 16:30,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1300 Block of MISSION ST,-122.4148698,37.77602185
37.74838124,-122.5028667,Point,7/7/03 12:03,SUICIDE,ATTEMPTED SUICIDE,Monday,TARAVAL,NONE,2000 Block of 44TH AV,-122.5028667,37.74838124
37.78298286,-122.4839378,Point,9/22/10 12:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,RICHMOND,NONE,300 Block of 24TH AV,-122.4839378,37.78298286
37.7723247,-122.4895386,Point,1/8/08 19:00,ASSAULT,BATTERY,Tuesday,RICHMOND,NONE,FULTON ST / 30TH AV,-122.4895386,37.7723247
37.75463942,-122.4882547,Point,12/12/05 16:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,1700 Block of 30TH AV,-122.4882547,37.75463942
37.79052672,-122.4172315,Point,5/17/13 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,1000 Block of HYDE ST,-122.4172315,37.79052672
37.76210136,-122.4373877,Point,4/28/08 20:19,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,0 Block of DIAMOND ST,-122.4373877,37.76210136
37.80817557,-122.4123603,Point,9/18/12 22:15,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,2500 Block of POWELL ST,-122.4123603,37.80817557
37.73832685,-122.4191315,Point,11/29/06 10:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,INGLESIDE,NONE,300 Block of BOCANA ST,-122.4191315,37.73832685
37.79741867,-122.4102654,Point,3/22/12 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,BROADWAY ST / POWELL ST,-122.4102654,37.79741867
37.78073923,-122.4913008,Point,3/19/09 8:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,NONE,400 Block of 31ST AV,-122.4913008,37.78073923
37.71481015,-122.4050427,Point,8/20/04 15:30,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,INGLESIDE,"ARREST, BOOKED",400 Block of CAMPBELL AV,-122.4050427,37.71481015
37.77556873,-122.4139805,Point,10/8/10 20:43,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,SOUTHERN,"ARREST, BOOKED",100 Block of 9TH ST,-122.4139805,37.77556873
37.77616092,-122.4054793,Point,3/6/15 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / SHERMAN ST,-122.4054793,37.77616092
37.76275834,-122.4171852,Point,1/6/04 18:00,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",Tuesday,MISSION,NONE,600 Block of SOUTH VAN NESS AV,-122.4171852,37.76275834
37.78447666,-122.4154142,Point,4/4/08 22:51,OTHER OFFENSES,RESISTING ARREST,Friday,TENDERLOIN,"ARREST, CITED",500 Block of ELLIS ST,-122.4154142,37.78447666
37.7620293,-122.4295679,Point,6/13/11 9:20,MISSING PERSON,FOUND PERSON,Monday,MISSION,LOCATED,200 Block of DORLAND ST,-122.4295679,37.7620293
37.73908574,-122.4161953,Point,2/8/07 17:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,INGLESIDE,NONE,500 Block of CORTLAND AV,-122.4161953,37.73908574
37.78801585,-122.4176507,Point,11/5/05 11:00,MISSING PERSON,MISSING JUVENILE,Saturday,CENTRAL,LOCATED,1000 Block of SUTTER ST,-122.4176507,37.78801585
37.76380864,-122.4517451,Point,5/10/04 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,200 Block of GRATTAN ST,-122.4517451,37.76380864
37.72625954,-122.4215338,Point,4/3/14 20:30,VEHICLE THEFT,STOLEN TRUCK,Thursday,INGLESIDE,NONE,200 Block of GAMBIER ST,-122.4215338,37.72625954
37.78729824,-122.3944849,Point,10/5/08 14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,FOLSOM ST / 1ST ST,-122.3944849,37.78729824
37.78509432,-122.4078454,Point,6/4/11 11:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
37.75883121,-122.4157813,Point,8/21/08 4:10,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Thursday,MISSION,"ARREST, BOOKED",20TH ST / SHOTWELL ST,-122.4157813,37.75883121
37.77580159,-122.4464727,Point,9/7/13 18:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,PARK,NONE,MASONIC AV / FULTON ST,-122.4464727,37.77580159
37.72573851,-122.3813786,Point,8/24/13 18:51,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED",GRIFFITH ST / SHAFTER AV,-122.3813786,37.72573851
37.73519713,-122.4372341,Point,10/20/12 1:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,INGLESIDE,NONE,800 Block of CHENERY ST,-122.4372341,37.73519713
37.76950461,-122.4513144,Point,8/4/04 3:40,WARRANTS,WARRANT ARREST,Wednesday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.4513144,37.76950461
37.74158925,-122.4009953,Point,12/28/03 20:47,WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / TOLAND ST,-122.4009953,37.74158925
37.76196742,-122.4171804,Point,7/14/12 11:30,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,SOUTH VAN NESS AV / 18TH ST,-122.4171804,37.76196742
37.76586724,-122.4310287,Point,9/14/09 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SANCHEZ ST / MARKET ST,-122.4310287,37.76586724
37.76724422,-122.5102257,Point,9/4/07 13:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,1000 Block of GREAT HY,-122.5102257,37.76724422
37.78529011,-122.3909912,Point,10/26/04 0:10,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,SOUTHERN,"ARREST, BOOKED",300 Block of BRYANT ST,-122.3909912,37.78529011
37.74437427,-122.4278688,Point,5/7/10 20:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,200 Block of VALLEY ST,-122.4278688,37.74437427
37.76960331,-122.4263124,Point,10/17/04 20:12,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,MISSION,"ARREST, BOOKED",MARKET ST / DUBOCE AV,-122.4263124,37.76960331
37.80786035,-122.4081361,Point,10/2/09 15:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,CENTRAL,NONE,1500 Block of THE EMBARCADERONORTH ST,-122.4081361,37.80786035
37.76422056,-122.4196583,Point,5/17/10 16:24,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
37.78506294,-122.406521,Point,6/5/10 14:53,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.406521,37.78506294
37.71704294,-122.4643612,Point,6/11/14 11:50,WARRANTS,WARRANT ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",500 Block of HEAD ST,-122.4643612,37.71704294
37.71209207,-122.420891,Point,11/29/10 7:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,100 Block of BROOKDALE AV,-122.420891,37.71209207
37.78175113,-122.4110714,Point,1/24/09 13:57,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4110714,37.78175113
37.76924706,-122.4269556,Point,9/5/06 15:12,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE,2000 Block of MARKET ST,-122.4269556,37.76924706
37.71932764,-122.4379284,Point,11/14/03 20:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,INGLESIDE,NONE,600 Block of LONDON ST,-122.4379284,37.71932764
37.78321452,-122.4107688,Point,8/8/08 16:51,WARRANTS,WARRANT ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452
37.79099404,-122.3930236,Point,11/22/04 11:12,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Monday,SOUTHERN,NONE,100 Block of HOWARD ST,-122.3930236,37.79099404
37.77702593,-122.4126203,Point,5/28/07 0:01,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,MINNA ST / 8TH ST,-122.4126203,37.77702593
37.72012459,-122.4831062,Point,7/9/14 20:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE,300 Block of ARBALLO DR,-122.4831062,37.72012459
37.78554295,-122.3967072,Point,7/17/10 15:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,FOLSOM ST / 2ND ST,-122.3967072,37.78554295
37.79327153,-122.4136544,Point,2/12/06 0:30,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,1200 Block of CLAY ST,-122.4136544,37.79327153
37.79948807,-122.409017,Point,1/24/14 13:15,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED",COLUMBUS AV / GREEN ST,-122.409017,37.79948807
37.78205655,-122.4274003,Point,12/10/08 16:49,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,NORTHERN,NONE,EDDY ST / LAGUNA ST,-122.4274003,37.78205655
37.78583042,-122.3925405,Point,4/15/14 12:00,OTHER OFFENSES,"MONEY, PROPERTY OR LABOR, FRAUDULENTLY OBTAINING",Tuesday,SOUTHERN,NONE,400 Block of 1ST ST,-122.3925405,37.78583042
37.73521383,-122.4293025,Point,12/31/11 1:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,400 Block of ARLINGTON ST,-122.4293025,37.73521383
37.78387039,-122.4201913,Point,2/21/07 23:35,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,PSYCHOPATHIC CASE,800 Block of ELLIS ST,-122.4201913,37.78387039
37.76157691,-122.5005624,Point,4/2/15 20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,TARAVAL,NONE,1300 Block of 41ST AV,-122.5005624,37.76157691
37.73624972,-122.393131,Point,7/15/11 12:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.393131,37.73624972
37.79046197,-122.4139182,Point,6/26/14 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,JONES ST / PINE ST,-122.4139182,37.79046197
37.75435682,-122.4366007,Point,4/10/05 23:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,MISSION,NONE,DIAMOND ST / 22ND ST,-122.4366007,37.75435682
37.72918458,-122.466758,Point,6/19/11 13:06,VANDALISM,"MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION",Sunday,TARAVAL,NONE,100 Block of APTOS AV,-122.466758,37.72918458
37.78599631,-122.4113284,Point,8/21/07 21:30,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
37.79801807,-122.4054759,Point,10/23/11 2:30,WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED",BROADWAY ST / KEARNY ST,-122.4054759,37.79801807
37.79736318,-122.4058387,Point,11/2/14 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.4058387,37.79736318
37.75574121,-122.5056678,Point,2/7/12 22:00,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,1600 Block of 46TH AV,-122.5056678,37.75574121
37.78158762,-122.4006174,Point,3/11/12 0:01,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,SHIPLEY ST / 4TH ST,-122.4006174,37.78158762
37.75246263,-122.4191123,Point,3/19/04 7:30,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION,"ARREST, BOOKED",0 Block of OSAGE ST,-122.4191123,37.75246263
37.73816896,-122.444866,Point,1/12/03 19:28,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,NONE,400 Block of MARIETTA DR,-122.444866,37.73816896
37.71645868,-122.4410181,Point,9/6/08 20:51,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,INGLESIDE,"ARREST, BOOKED",MISSION ST / GENEVA AV,-122.4410181,37.71645868
37.73073136,-122.3927627,Point,8/20/08 19:04,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Wednesday,BAYVIEW,NONE,THORNTON AV / LATONA ST,-122.3927627,37.73073136
37.77802113,-122.4215229,Point,8/28/05 8:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,FRANKLIN ST / GROVE ST,-122.4215229,37.77802113
37.78264353,-122.443597,Point,3/20/04 12:00,NON-CRIMINAL,LOST PROPERTY,Saturday,PARK,NONE,2400 Block of GEARY BL,-122.443597,37.78264353
37.78160457,-122.4121926,Point,9/3/03 9:53,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.4121926,37.78160457
37.77753219,-122.4408795,Point,4/19/13 14:12,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,PARK,NONE,1700 Block of MCALLISTER ST,-122.4408795,37.77753219
37.8006947,-122.4367758,Point,5/2/11 23:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.4367758,37.8006947
37.78295148,-122.4132595,Point,9/29/09 14:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132595,37.78295148
37.79993194,-122.4393685,Point,4/21/07 14:05,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.4393685,37.79993194
37.78553558,-122.4113028,Point,8/20/03 17:30,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,300 Block of TAYLOR ST,-122.4113028,37.78553558
37.73355116,-122.3857506,Point,4/30/14 8:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,BAYVIEW,NONE,0 Block of LASVILLAS CT,-122.3857506,37.73355116
37.74717153,-122.487869,Point,4/17/13 9:30,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,2100 Block of 30TH AV,-122.487869,37.74717153
37.719513,-122.3872444,Point,6/18/06 20:10,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.3872444,37.719513
37.78165428,-122.4155082,Point,11/1/14 16:30,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
37.78149872,-122.4049344,Point,5/31/07 15:22,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, CITED",5TH ST / HOWARD ST,-122.4049344,37.78149872
37.76645765,-122.4432817,Point,7/26/12 4:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,PARK,NONE,500 Block of BUENAVISTAWEST AV,-122.4432817,37.76645765
37.79671489,-122.3981877,Point,12/2/12 11:00,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Sunday,CENTRAL,NONE,400 Block of DAVIS CT,-122.3981877,37.79671489
37.78244651,-122.416343,Point,8/13/11 0:01,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Saturday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416343,37.78244651
37.76538529,-122.4185354,Point,6/26/12 18:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,MISSION,NONE,0 Block of CAPP ST,-122.4185354,37.76538529
37.77432375,-122.4159324,Point,12/30/12 5:30,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MINNA ST,-122.4159324,37.77432375
37.7825852,-122.4156949,Point,11/10/14 13:11,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.4156949,37.7825852
37.77187606,-122.4473145,Point,6/13/08 12:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,PARK,PSYCHOPATHIC CASE,OAK ST / ASHBURY ST,-122.4473145,37.77187606
37.71225618,-122.417108,Point,4/18/04 16:00,OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,"ARREST, BOOKED",1600 Block of SUNNYDALE AV,-122.417108,37.71225618
37.80680427,-122.4113245,Point,5/8/05 0:01,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Sunday,CENTRAL,NOT PROSECUTED,200 Block of NORTHPOINT ST,-122.4113245,37.80680427
37.77254054,-122.4662047,Point,3/4/15 11:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
37.78338624,-122.4098537,Point,5/15/06 19:00,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,TENDERLOIN,NONE,0 Block of TURK ST,-122.4098537,37.78338624
37.75962935,-122.4463555,Point,12/29/12 21:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,PARK,NONE,1300 Block of CLAYTON ST,-122.4463555,37.75962935
37.78139873,-122.4092477,Point,12/2/10 12:18,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.4092477,37.78139873
37.77542071,-122.4034048,Point,10/15/09 0:01,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78638302,-122.399289,Point,11/1/13 17:30,OTHER OFFENSES,HARASSING PHONE CALLS,Friday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399289,37.78638302
37.77313233,-122.4374224,Point,5/31/03 9:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,DIVISADERO ST / OAK ST,-122.4374224,37.77313233
37.79414474,-122.3964219,Point,1/27/13 14:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,CENTRAL,NONE,0 Block of DRUMM ST,-122.3964219,37.79414474
37.77542071,-122.4034048,Point,12/23/13 19:10,OTHER OFFENSES,RESISTING ARREST,Monday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071
37.7860677,-122.3929409,Point,10/27/09 12:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,SOUTHERN,NONE,1ST ST / HARRISON ST,-122.3929409,37.7860677
37.77825481,-122.405834,Point,7/30/05 23:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.405834,37.77825481
37.7399317,-122.4282851,Point,1/21/04 15:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,INGLESIDE,NONE,200 Block of RANDALL ST,-122.4282851,37.7399317
37.77542071,-122.4034048,Point,9/3/09 14:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78854528,-122.4143901,Point,4/30/04 2:50,OTHER OFFENSES,OPEN CONTAINER OF ALCOHOL IN VEHICLE,Friday,CENTRAL,"ARREST, CITED",800 Block of SUTTER ST,-122.4143901,37.78854528
37.78305295,-122.4115931,Point,1/9/13 16:08,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.4115931,37.78305295
